CD_UNID_ORG,CD_PED,CD_IT_PED,CD_PROD_SK,DT_EMIS_PED,DT_PREVIS_ENTREGA,VO_PROD,CD_SIT_IT_PED,CD_TIPO_RETIR,CD_PTOV,CD_SEGTO_MERC,DT_PREV_SAIDA,CD_TPNEG,DT_ALTER
76367,842839,1,15310002,2022-01-13,2022-01-14,5000,1,2,1347231,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76264,848233,1,10000301,2022-01-13,2022-01-14,10000,1,2,80775,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76230,366,2,11110000,2022-01-13,2022-01-14,5000,1,1,70303,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76937,847719,1,10000300,2022-01-13,2022-01-14,5000,1,2,1304361,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76515,5686,1,15190002,2022-01-13,2022-01-14,10000,2,1,1305174,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76912,2233,1,11110000,2022-01-13,2022-01-14,5000,1,2,1304724,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76344,841309,1,11110000,2022-01-13,2022-01-14,5000,1,1,1275355,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76313,848967,1,11110000,2022-01-13,2022-01-14,5000,1,2,1389710,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76520,849397,1,10000300,2022-01-13,2022-01-14,5000,1,4,1304229,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76520,848955,1,11110000,2022-01-13,2022-01-14,10000,1,4,60399,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76937,830364,1,15190002,2022-01-12,2022-01-13,25000,1,1,1334550,REV,2022-01-13,23,2022-01-13T19:40:19.628+0000
76230,838262,2,11110000,2022-01-12,2022-01-14,5000,1,2,1345765,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76949,837602,3,15190002,2022-01-12,2022-01-13,5000,1,1,1305081,REV,2022-01-13,23,2022-01-13T19:40:19.628+0000
76230,366,1,10000301,2022-01-13,2022-01-14,5000,1,1,70303,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76375,841115,1,11110000,2022-01-13,2022-01-14,5000,2,1,1385327,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76367,1890,1,11110000,2022-01-13,2022-01-14,7000,1,1,1275523,REV,2022-01-14,20,2022-01-13T19:40:19.628+0000
76264,4598,1,10000301,2022-01-13,2022-01-14,10000,1,2,1305395,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76250,838269,1,10000301,2022-01-12,2022-01-13,5000,1,1,51773,REV,2022-01-13,23,2022-01-13T19:40:19.628+0000
76520,971,1,11200000,2022-01-13,2022-01-15,5000,2,1,1312609,REV,2022-01-15,23,2022-01-13T19:40:19.628+0000
76429,845379,1,15190002,2022-01-13,2022-01-14,10000,1,1,1400804,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76370,3701,1,11110000,2022-01-13,2022-01-14,12000,2,1,1304432,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76937,842707,1,10000300,2022-01-13,2022-01-14,5000,1,2,1318190,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76515,846932,2,11110000,2022-01-13,2022-01-14,10000,1,2,1338705,REV,2022-01-14,85,2022-01-13T19:40:19.628+0000
76370,833325,2,15190000,2022-01-12,2022-01-13,105000,1,1,1385891,TRR,2022-01-13,38,2022-01-13T19:40:19.628+0000
76293,848193,1,10000301,2022-01-13,2022-01-14,10000,2,1,13601,REV,2022-01-14,61,2022-01-13T19:40:19.628+0000
76379,845122,1,15310002,2022-01-13,2022-01-14,5000,2,1,86268,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76912,832995,1,15310002,2022-01-12,2022-01-13,10000,1,1,1300616,REV,2022-01-13,23,2022-01-13T19:40:19.628+0000
76515,848187,1,11110000,2022-01-13,2022-01-14,5000,2,4,6046,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76937,3260,2,11110000,2022-01-13,2022-01-14,5000,3,1,1314347,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76370,829459,5,15190002,2022-01-12,2022-01-13,30000,1,1,1304125,REV,2022-01-13,23,2022-01-13T19:40:19.628+0000
76379,4504,2,15310002,2022-01-13,2022-01-14,5000,1,2,185000,REV,2022-01-14,20,2022-01-13T19:40:19.628+0000
76921,846093,1,10000003,2022-01-13,2022-01-14,5000,2,1,1304595,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76257,841238,1,10000301,2022-01-13,2022-01-14,5000,1,1,8867,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76272,2717,2,15310017,2022-01-13,2022-01-14,20000,1,1,1300917,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76912,3348,1,15310000,2022-01-13,2022-01-14,10000,1,1,1403118,REV,2022-01-14,51,2022-01-13T19:40:19.628+0000
76213,4634,1,15310000,2022-01-13,2022-01-14,5000,1,2,1289976,CON,2022-01-14,29,2022-01-13T19:40:19.628+0000
76257,842982,1,15310002,2022-01-13,2022-01-14,5000,2,1,18451,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76934,830005,1,11200000,2022-01-12,2022-01-14,5000,1,2,1275425,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76344,836449,1,15190000,2022-01-12,2022-01-14,10000,1,2,1285639,CON,2022-01-14,4,2022-01-13T19:40:19.628+0000
76341,833892,3,15310002,2022-01-12,2022-01-13,3000,1,1,1274952,REV,2022-01-13,20,2022-01-13T19:40:19.628+0000
76229,831376,1,11110000,2022-01-12,2022-01-14,5000,1,2,1342410,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76269,822802,1,15310017,2022-01-12,2022-01-13,5000,1,1,98205,CON,2022-01-13,29,2022-01-13T19:40:19.628+0000
76370,842363,1,11200000,2022-01-13,2022-01-14,10000,1,2,1305797,CON,2022-01-14,16,2022-01-13T19:40:19.628+0000
76230,2213,1,10000301,2022-01-13,2022-01-14,5000,1,2,1334805,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76934,834253,2,15190001,2022-01-12,2022-01-13,30000,1,1,1303842,TRR,2022-01-13,38,2022-01-13T19:40:19.628+0000
76264,849815,1,15190000,2022-01-13,2022-01-17,15000,1,2,1301026,CON,2022-01-17,32,2022-01-13T19:40:19.628+0000
76937,3286,1,11110000,2022-01-13,2022-01-14,5000,3,1,1314347,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76230,831969,1,15310002,2022-01-12,2022-01-13,5000,1,2,1342069,REV,2022-01-13,23,2022-01-13T19:40:19.628+0000
76520,843142,1,10000300,2022-01-13,2022-01-14,5000,2,1,1364510,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76515,3419,1,11110000,2022-01-13,2022-01-15,5000,1,2,29717,REV,2022-01-15,23,2022-01-13T19:40:19.628+0000
76934,1098,1,11200000,2022-01-13,2022-01-14,5000,1,1,1275223,REV,2022-01-14,20,2022-01-13T19:40:19.628+0000
76912,837712,1,15310000,2022-01-12,2022-01-13,5000,2,1,1368734,CON,2022-01-13,21,2022-01-13T19:40:19.628+0000
76331,847822,1,15190002,2022-01-13,2022-01-14,5000,2,1,1353802,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76239,843234,1,15310002,2022-01-13,2022-01-14,3000,1,1,76338,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76218,844261,1,15310000,2022-01-13,2022-01-14,5000,1,4,1398168,REV,2022-01-14,51,2022-01-13T19:40:19.628+0000
76984,2737,4,15310002,2022-01-13,2022-01-14,5000,1,1,1344540,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76257,4518,3,15310002,2022-01-13,2022-01-14,5000,2,1,1399750,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76589,844134,1,11110000,2022-01-13,2022-01-14,5000,1,2,1304202,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76370,830813,2,11110000,2022-01-12,2022-01-13,30000,1,1,1304432,REV,2022-01-13,23,2022-01-13T19:40:19.628+0000
76264,845874,3,15310002,2022-01-13,2022-01-14,5000,1,1,119414,REV,2022-01-14,61,2022-01-13T19:40:19.628+0000
76429,849859,4,15190002,2022-01-13,2022-01-14,3000,1,1,1334376,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76912,4292,1,15190000,2022-01-13,2022-01-14,5000,1,1,1394051,REV,2022-01-14,51,2022-01-13T19:40:19.628+0000
76921,2129,1,11110000,2022-01-13,2022-01-14,6050,1,1,1321687,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76230,840558,1,11110000,2022-01-13,2022-01-14,15000,1,2,1340510,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76338,1738,1,11200000,2022-01-13,2022-01-14,5000,1,1,1275218,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76285,4967,1,11110000,2022-01-13,2022-01-14,5000,1,2,1287616,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76563,749,1,15190000,2022-01-13,2022-01-14,22000,1,1,1335242,TRR,2022-01-14,38,2022-01-13T19:40:19.628+0000
76934,836678,4,15190002,2022-01-12,2022-01-14,10000,1,1,1275414,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76951,846806,1,15060004,2022-01-13,2022-01-14,39000,1,1,1336248,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76370,846876,2,11200000,2022-01-13,2022-01-14,5000,1,1,1304125,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76269,848526,1,15310002,2022-01-13,2022-01-14,15000,1,1,1305369,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76969,4597,2,15190002,2022-01-13,2022-01-14,3000,1,1,1309800,REV,2022-01-14,61,2022-01-13T19:40:19.628+0000
76937,830354,1,10000300,2022-01-12,2022-01-13,10000,1,1,1334550,REV,2022-01-13,23,2022-01-13T19:40:19.628+0000
76257,1972,1,10000301,2022-01-13,2022-01-14,5000,2,1,72073,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76239,6040,2,11110000,2022-01-13,2022-01-14,10000,1,1,1314595,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76984,827997,3,15310002,2022-01-12,2022-01-13,5000,1,1,1368707,REV,2022-01-13,23,2022-01-13T19:40:19.628+0000
76264,848312,1,15310002,2022-01-13,2022-01-14,20000,1,1,1305308,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76520,840843,1,11110000,2022-01-13,2022-01-14,5000,2,1,1279662,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76921,3445,1,11200000,2022-01-13,2022-01-14,8000,1,1,1338696,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76921,2114,1,11110000,2022-01-13,2022-01-14,6050,1,1,1321687,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76264,5151,1,11110000,2022-01-13,2022-01-14,5000,1,1,53028,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76230,5707,3,15190002,2022-01-13,2022-01-14,5000,1,1,1289854,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76285,831845,2,15190000,2022-01-12,2022-01-13,22000,1,1,298128,TRR,2022-01-13,38,2022-01-13T19:40:19.628+0000
76230,845360,1,11110000,2022-01-13,2022-01-13,15000,1,2,1305041,REV,2022-01-13,23,2022-01-13T19:40:19.628+0000
76344,844927,3,15310002,2022-01-13,2022-01-14,5000,1,2,1275524,REV,2022-01-14,20,2022-01-13T19:40:19.628+0000
76218,2821,1,15310000,2022-01-13,2022-01-14,10000,1,2,1403126,CON,2022-01-14,29,2022-01-13T19:40:19.628+0000
76520,5519,1,15310000,2022-01-13,2022-01-15,37000,2,1,1307762,CON,2022-01-15,29,2022-01-13T19:40:19.628+0000
76963,848251,1,11200000,2022-01-13,2022-01-14,5000,1,1,1304423,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76520,3853,1,10000300,2022-01-13,2022-01-14,5000,1,1,1399483,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76370,843387,1,11200000,2022-01-13,2022-01-14,5000,1,1,1304789,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76960,838242,2,15310002,2022-01-12,2022-01-13,5000,1,1,1369085,REV,2022-01-13,23,2022-01-13T19:40:19.628+0000
76930,839041,1,15310002,2022-01-12,2022-01-14,60000,1,1,1316463,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76230,4810,1,11110000,2022-01-13,2022-01-15,5000,1,1,1277715,REV,2022-01-15,23,2022-01-13T19:40:19.628+0000
76934,839491,1,15190000,2022-01-12,2022-01-17,45000,1,4,1401643,CON,2022-01-17,83,2022-01-13T19:40:19.628+0000
76250,3628,1,15310000,2022-01-13,2022-01-14,10000,1,2,1396272,CON,2022-01-14,29,2022-01-13T19:40:19.628+0000
76934,311,2,15310017,2022-01-13,2022-01-14,30000,1,2,1349487,CON,2022-01-14,21,2022-01-13T19:40:19.628+0000
76338,203,1,11110000,2022-01-13,2022-01-14,10000,1,2,1300921,REV,2022-01-14,61,2022-01-13T19:40:19.628+0000
76515,843604,2,15190002,2022-01-13,2022-01-14,5000,2,1,6155,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76520,1780,2,11100001,2022-01-13,2022-01-14,5000,2,1,27905,REV,2022-01-14,51,2022-01-13T19:40:19.628+0000
76520,351,1,11033207,2022-01-13,2022-01-14,5000,1,2,62813,REV,2022-01-14,51,2022-01-13T19:40:19.628+0000
76230,845391,3,15310002,2022-01-13,2022-01-14,5000,1,2,14468,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76331,844436,1,15310002,2022-01-13,2022-01-14,5000,1,1,10942,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76250,1371,1,10000301,2022-01-13,2022-01-14,5000,1,1,1304678,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76377,5283,2,15190002,2022-01-13,2022-01-14,5000,1,2,1305501,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76563,845199,1,10000003,2022-01-13,2022-01-14,3000,1,1,70252,REV,2022-01-14,51,2022-01-13T19:40:19.628+0000
76370,833325,1,15310000,2022-01-12,2022-01-13,105000,1,1,1385891,TRR,2022-01-13,38,2022-01-13T19:40:19.628+0000
76951,842289,1,10000003,2022-01-13,2022-01-14,5000,1,1,1361186,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76968,4688,1,15310000,2022-01-13,2022-01-14,5000,1,2,1306652,CON,2022-01-14,29,2022-01-13T19:40:19.628+0000
76313,837142,1,15310002,2022-01-12,2022-01-13,5000,1,1,1304698,REV,2022-01-13,23,2022-01-13T19:40:19.628+0000
76986,846883,1,11110000,2022-01-13,2022-01-14,7000,1,1,1334454,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76230,829833,1,11000007,2022-01-12,2022-01-12,44000,1,2,67304,CNG,2022-01-12,26,2022-01-13T19:40:19.628+0000
76310,843758,1,11110000,2022-01-13,2022-01-14,5000,1,2,1304933,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76285,831845,1,15310000,2022-01-12,2022-01-13,23000,1,1,298128,TRR,2022-01-13,38,2022-01-13T19:40:19.628+0000
76239,846041,1,10000301,2022-01-13,2022-01-14,15000,1,2,1354542,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76230,843856,1,11110000,2022-01-13,2022-01-14,10000,1,2,1313867,REV,2022-01-14,85,2022-01-13T19:40:19.628+0000
76963,849509,2,11110000,2022-01-13,2022-01-14,5000,1,2,1328634,REV,2022-01-14,61,2022-01-13T19:40:19.628+0000
76338,2320,1,11110000,2022-01-13,2022-01-14,3000,1,1,88541,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76934,843507,1,11110000,2022-01-13,2022-01-14,8000,2,1,1288809,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76229,849471,1,15190000,2022-01-13,2022-01-14,5000,2,1,1316444,REV,2022-01-14,51,2022-01-13T19:40:19.628+0000
76377,843728,1,15310002,2022-01-13,2022-01-14,5000,1,2,1304420,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76375,5977,1,15190002,2022-01-13,2022-01-14,5000,1,1,1305719,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76427,835471,1,15060004,2022-01-12,2022-01-13,4000,1,1,1400804,REV,2022-01-13,23,2022-01-13T19:40:19.628+0000
76338,841209,1,15310017,2022-01-13,2022-01-15,10000,1,2,1281411,CON,2022-01-15,21,2022-01-13T19:40:19.628+0000
76370,846994,2,11200000,2022-01-13,2022-01-14,5000,1,1,11167,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76230,423,1,10000301,2022-01-13,2022-01-14,5000,1,2,1371383,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76338,1777,1,15310002,2022-01-13,2022-01-14,15000,1,1,1275218,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76921,839609,1,15190000,2022-01-12,2022-01-13,57000,1,1,1302899,TRR,2022-01-13,38,2022-01-13T19:40:19.628+0000
76951,846388,1,15060004,2022-01-13,2022-01-14,5000,1,1,1336248,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76239,840913,1,11110000,2022-01-13,2022-01-14,5000,2,1,13431,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76960,846799,1,15310002,2022-01-13,2022-01-14,10000,1,1,1352375,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76331,939,3,15310002,2022-01-13,2022-01-14,5000,2,1,184192,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76379,839972,1,11110000,2022-01-12,2022-01-14,7500,1,1,1366896,REV,2022-01-14,61,2022-01-13T19:40:19.628+0000
76904,822263,1,15190000,2022-01-12,2022-01-13,1000,1,1,1372566,REV,2022-01-13,51,2022-01-13T19:40:19.628+0000
76904,5109,2,15190002,2022-01-13,2022-01-14,10000,1,1,1320244,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76515,848494,1,11100001,2022-01-13,2022-01-14,15000,2,1,1397767,REV,2022-01-14,51,2022-01-13T19:40:19.628+0000
76370,5447,1,11200000,2022-01-13,2022-01-13,5000,2,1,1304129,REV,2022-01-13,23,2022-01-13T19:40:19.628+0000
76367,846281,1,11110000,2022-01-13,2022-01-14,5000,1,2,1275525,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76515,839525,1,15310000,2022-01-12,2022-01-19,5000,1,2,1341274,CON,2022-01-19,35,2022-01-13T19:40:19.628+0000
76331,842767,3,15190002,2022-01-13,2022-01-14,5000,1,2,11015,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76427,844599,1,11110000,2022-01-13,2022-01-14,10000,1,1,1400804,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76377,764,1,11110000,2022-01-13,2022-01-14,15000,1,2,130405,REV,2022-01-14,20,2022-01-13T19:40:19.628+0000
76520,848160,1,10000300,2022-01-13,2022-01-14,5000,2,1,1288827,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76937,835189,1,10000300,2022-01-12,2022-01-13,10000,1,1,1350160,REV,2022-01-13,23,2022-01-13T19:40:19.628+0000
76589,843983,1,11110000,2022-01-13,2022-01-14,10000,1,1,1349248,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76370,847173,1,15310000,2022-01-13,2022-01-14,5000,2,1,1410298,CON,2022-01-14,29,2022-01-13T19:40:19.628+0000
76313,845833,1,11110000,2022-01-13,2022-01-14,5000,1,1,1304783,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76520,841394,2,11110000,2022-01-13,2022-01-14,5000,2,1,1366817,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76344,841272,1,11110000,2022-01-13,2022-01-14,8000,1,1,1275022,REV,2022-01-14,61,2022-01-13T19:40:19.628+0000
76377,848041,1,11200000,2022-01-13,2022-01-14,5000,1,2,87403,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76250,4668,3,11110000,2022-01-13,2022-01-14,5000,1,1,1305343,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76934,842019,1,15190000,2022-01-13,2022-01-14,5000,1,2,1281116,CON,2022-01-14,21,2022-01-13T19:40:19.628+0000
76375,828625,1,11110000,2022-01-12,2022-01-13,2500,1,1,1355944,REV,2022-01-13,23,2022-01-13T19:40:19.628+0000
76264,840521,1,11110000,2022-01-13,2022-01-14,5000,1,2,1295647,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76264,2832,2,15310017,2022-01-13,2022-01-13,10000,1,4,72658,TRR,2022-01-13,38,2022-01-13T19:40:19.628+0000
76951,846095,1,11110000,2022-01-13,2022-01-15,5000,1,2,1344522,REV,2022-01-15,61,2022-01-13T19:40:19.628+0000
76370,844875,1,15310002,2022-01-13,2022-01-14,5000,2,1,43069,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76377,1766,1,11110000,2022-01-13,2022-01-15,10000,1,1,44566,REV,2022-01-15,23,2022-01-13T19:40:19.628+0000
76250,849240,2,15190002,2022-01-13,2022-01-14,10000,2,1,12690,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76285,830508,3,15310002,2022-01-12,2022-01-15,5000,1,2,51222,REV,2022-01-15,23,2022-01-13T19:40:19.628+0000
76970,825461,1,11110000,2022-01-12,2022-01-14,5000,1,2,1367764,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76951,2228,1,15060004,2022-01-13,2022-01-14,5000,1,1,1336248,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76921,829400,1,15310017,2022-01-12,2022-01-14,30000,1,2,1344083,CON,2022-01-14,21,2022-01-13T19:40:19.628+0000
76239,844459,3,15310002,2022-01-13,2022-01-14,5000,2,1,8530,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76379,5184,1,11110000,2022-01-13,2022-01-14,5000,1,2,42911,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76520,841038,2,15310002,2022-01-13,2022-01-14,10000,2,1,1350337,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76377,2771,2,11200000,2022-01-13,2022-01-14,5000,2,1,1304134,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76379,2955,2,11110000,2022-01-13,2022-01-14,10000,1,1,87998,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76582,4674,1,11110000,2022-01-13,2022-01-14,5000,1,2,1305263,REV,2022-01-14,20,2022-01-13T19:40:19.628+0000
76331,5459,2,11110000,2022-01-13,2022-01-14,10000,1,2,85960,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76296,1625,1,15310002,2022-01-13,2022-01-14,5000,1,1,61033,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76296,982,1,11100001,2022-01-13,2022-01-14,5000,1,4,1407757,REV,2022-01-14,51,2022-01-13T19:40:19.628+0000
76341,832447,1,15310017,2022-01-12,2022-01-13,5000,1,1,1334983,REV,2022-01-13,23,2022-01-13T19:40:19.628+0000
76264,2100,2,11200000,2022-01-13,2022-01-14,5000,1,2,80576,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76960,2768,1,15310002,2022-01-13,2022-01-14,5000,2,1,1361226,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76264,825019,1,11110000,2022-01-12,2022-01-14,5000,1,2,1403264,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76515,824381,1,15310000,2022-01-12,2022-01-24,35000,1,2,70001,CON,2022-01-24,21,2022-01-13T19:40:19.628+0000
76229,849271,1,11100001,2022-01-13,2022-01-14,5000,2,1,1319015,REV,2022-01-14,51,2022-01-13T19:40:19.628+0000
76515,1875,1,15310000,2022-01-13,2022-01-14,10000,2,1,115518,CON,2022-01-14,29,2022-01-13T19:40:19.628+0000
76375,843971,1,11110000,2022-01-13,2022-01-17,10000,2,1,41883,REV,2022-01-17,23,2022-01-13T19:40:19.628+0000
76370,844928,1,15310002,2022-01-13,2022-01-14,10000,2,1,43069,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76937,1238,1,11110000,2022-01-13,2022-01-14,5000,1,1,1316251,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76239,4958,2,11110000,2022-01-13,2022-01-14,5000,1,1,1346576,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76970,840414,1,10000003,2022-01-13,2022-01-19,5000,2,1,1340920,REV,2022-01-19,23,2022-01-13T19:40:19.628+0000
76370,5351,2,15190002,2022-01-13,2022-01-13,5000,2,1,11028,REV,2022-01-13,23,2022-01-13T19:40:19.628+0000
76934,832700,2,11110000,2022-01-12,2022-01-13,10000,1,1,1275223,REV,2022-01-13,20,2022-01-13T19:40:19.628+0000
76344,3041,3,15310002,2022-01-13,2022-01-14,75000,1,1,1305544,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76264,841861,1,10000301,2022-01-13,2022-01-14,5000,2,1,1304360,REV,2022-01-14,20,2022-01-13T19:40:19.628+0000
76919,842088,3,15310017,2022-01-13,2022-01-14,5000,1,1,1311658,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76229,849038,1,11110000,2022-01-13,2022-01-14,5000,2,1,1333583,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76934,834837,1,15310002,2022-01-12,2022-01-14,10000,2,1,1275081,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76960,846844,1,15310002,2022-01-13,2022-01-14,5000,1,1,1352375,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76264,841502,3,11110000,2022-01-13,2022-01-14,5000,1,2,52394,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76375,5966,1,15310002,2022-01-13,2022-01-14,7000,1,1,1311119,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76515,5577,1,11110000,2022-01-13,2022-01-14,5000,1,2,65576,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76921,840551,1,11110000,2022-01-13,2022-01-20,5000,1,1,1348563,REV,2022-01-20,61,2022-01-13T19:40:19.628+0000
76375,5879,1,15310017,2022-01-13,2022-01-14,5000,1,2,1306734,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76986,823887,1,11033207,2022-01-12,2022-01-13,10000,1,1,1320954,REV,2022-01-13,51,2022-01-13T19:40:19.628+0000
76965,847571,1,15310000,2022-01-13,2022-01-14,10000,1,2,1390908,CON,2022-01-14,29,2022-01-13T19:40:19.628+0000
76515,842014,1,15310000,2022-01-13,2022-01-14,5000,1,2,1341641,CON,2022-01-14,21,2022-01-13T19:40:19.628+0000
76250,469,1,10000301,2022-01-13,2022-01-14,5000,1,4,1277413,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76986,845451,1,11110000,2022-01-13,2022-01-14,5000,2,1,1336826,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76250,830055,1,15190002,2022-01-12,2022-01-13,5000,1,1,1276942,REV,2022-01-13,23,2022-01-13T19:40:19.628+0000
76239,827909,1,15190002,2022-01-12,2022-01-13,10000,1,1,8360,REV,2022-01-13,23,2022-01-13T19:40:19.628+0000
76520,4363,1,11110000,2022-01-13,2022-01-15,5000,2,1,17464,REV,2022-01-15,23,2022-01-13T19:40:19.628+0000
76520,845895,1,11110000,2022-01-13,2022-01-14,5000,1,2,310338,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76984,848165,3,15310002,2022-01-13,2022-01-14,10000,1,1,1356167,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76230,4525,1,10000301,2022-01-13,2022-01-14,5000,1,2,1306966,REV,2022-01-14,85,2022-01-13T19:40:19.628+0000
