CD_UNID_ORG,CD_PED,CD_IT_PED,CD_PROD_SK,DT_EMIS_PED,DT_PREVIS_ENTREGA,VO_PROD,CD_SIT_IT_PED,CD_TIPO_RETIR,CD_PTOV,CD_SEGTO_MERC,DT_PREV_SAIDA,CD_TPNEG,DT_ALTER
76370,840711,1,11110000,2022-01-13,2022-01-14,10000,1,1,1342592,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76912,4582,1,15310002,2022-01-13,2022-01-14,30000,1,1,1335583,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76952,1186,2,15310000,2022-01-13,2022-01-14,7000,1,1,1311525,REV,2022-01-14,51,2022-01-13T19:40:19.628+0000
76951,841799,2,11110000,2022-01-13,2022-01-14,5000,1,2,1334461,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76230,841092,1,10000301,2022-01-13,2022-01-14,5000,1,2,70503,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76520,828844,1,10000300,2022-01-12,2022-01-13,10000,1,4,1300879,REV,2022-01-13,23,2022-01-13T19:40:19.628+0000
76589,847018,1,11110000,2022-01-13,2022-01-14,10000,1,1,1376056,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76934,1068,2,15190002,2022-01-13,2022-01-14,15000,1,1,1275333,REV,2022-01-14,61,2022-01-13T19:40:19.628+0000
76555,1749,1,11110000,2022-01-13,2022-01-14,5000,1,1,1401444,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76563,841640,1,15310000,2022-01-13,2022-01-14,10000,1,2,1335733,CON,2022-01-14,9,2022-01-13T19:40:19.628+0000
76952,845558,1,11110000,2022-01-13,2022-01-14,2000,1,1,1305228,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76375,844576,2,15310002,2022-01-13,2022-01-14,5000,2,1,54712,REV,2022-01-14,61,2022-01-13T19:40:19.628+0000
76377,841927,2,11110000,2022-01-13,2022-01-14,4000,2,1,1305534,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76515,1505,2,11110000,2022-01-13,2022-01-14,5000,2,1,1366666,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76344,847598,1,11110000,2022-01-13,2022-01-14,10000,1,2,1323317,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76427,835175,1,15060004,2022-01-12,2022-01-13,4000,1,1,1400804,REV,2022-01-13,23,2022-01-13T19:40:19.628+0000
76520,846698,1,10000300,2022-01-13,2022-01-14,5000,1,2,1305133,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76269,822795,1,11110000,2022-01-12,2022-01-13,5000,1,1,1279415,REV,2022-01-13,23,2022-01-13T19:40:19.628+0000
76257,842203,1,15310002,2022-01-13,2022-01-14,15000,1,1,1300902,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76912,5679,1,11100001,2022-01-13,2022-01-14,5000,1,1,1409672,REV,2022-01-14,51,2022-01-13T19:40:19.628+0000
76375,844063,2,11110000,2022-01-13,2022-01-14,15000,1,2,1305582,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76375,3013,2,11110000,2022-01-13,2022-01-14,10000,2,1,88069,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76981,829538,1,10000003,2022-01-12,2022-01-13,5000,1,1,1381875,REV,2022-01-13,61,2022-01-13T19:40:19.628+0000
76230,849085,1,10000301,2022-01-13,2022-01-14,5000,1,2,1288865,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76377,846897,1,11200000,2022-01-13,2022-01-14,5000,1,2,11679,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76230,841028,1,10000301,2022-01-13,2022-01-14,10000,1,2,1290896,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76934,841058,1,11110000,2022-01-13,2022-01-14,5000,2,1,1304588,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76250,847160,2,11110000,2022-01-13,2022-01-14,5000,2,1,1355592,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76377,846639,2,11110000,2022-01-13,2022-01-14,5000,1,2,88111,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76934,844560,1,11110000,2022-01-13,2022-01-14,5000,2,1,1275261,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76370,847414,1,11110000,2022-01-13,2022-01-14,5000,2,1,1408294,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76340,844083,1,11110000,2022-01-13,2022-01-14,5000,1,2,1311413,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76341,834803,1,15060004,2022-01-12,2022-01-18,40000,1,2,1405002,CON,2022-01-18,2,2022-01-13T19:40:19.628+0000
76331,847794,1,11110000,2022-01-13,2022-01-14,5000,2,1,1353802,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76296,845269,2,11110000,2022-01-13,2022-01-15,5000,1,1,1320616,REV,2022-01-15,23,2022-01-13T19:40:19.628+0000
76520,3795,1,10000300,2022-01-13,2022-01-14,5000,1,1,1305111,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76239,5984,2,11110000,2022-01-13,2022-01-14,10000,1,1,1338413,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76950,843998,1,11110000,2022-01-13,2022-01-15,5000,1,2,1312647,REV,2022-01-15,23,2022-01-13T19:40:19.628+0000
76310,5774,1,15310000,2022-01-13,2022-01-14,15000,1,4,92996,CON,2022-01-14,83,2022-01-13T19:40:19.628+0000
76589,4806,1,11200000,2022-01-13,2022-01-14,5000,1,1,1336569,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76934,848247,1,11110000,2022-01-13,2022-01-14,10000,2,1,1381861,REV,2022-01-14,61,2022-01-13T19:40:19.628+0000
76921,849218,1,11200000,2022-01-13,2022-01-14,5000,2,2,1348563,REV,2022-01-13,61,2022-01-13T19:40:19.628+0000
76230,174,1,11200000,2022-01-13,2022-01-14,5000,1,4,70450,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76230,4777,2,11200000,2022-01-13,2022-01-14,5000,1,4,1304387,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76934,837230,2,11110000,2022-01-12,2022-01-14,5000,1,1,1275110,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76340,668,2,11110000,2022-01-13,2022-01-14,15000,2,1,88516,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76257,848069,2,11110000,2022-01-13,2022-01-14,10000,2,1,1354823,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76520,849129,2,15190002,2022-01-13,2022-01-14,5000,1,1,55565,REV,2022-01-14,61,2022-01-13T19:40:19.628+0000
76296,845036,1,15190002,2022-01-13,2022-01-14,25000,1,4,28005,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76264,842772,2,11110000,2022-01-13,2022-01-14,17000,2,1,8458,REV,2022-01-14,61,2022-01-13T19:40:19.628+0000
76963,845273,1,11110000,2022-01-13,2022-01-14,5000,1,1,1367877,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76379,3375,1,11110000,2022-01-13,2022-01-14,10000,1,2,1306758,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76296,838525,2,15310002,2022-01-12,2022-01-13,5000,1,1,55452,REV,2022-01-13,23,2022-01-13T19:40:19.628+0000
76920,3314,1,10000003,2022-01-13,2022-01-14,5000,1,1,1381754,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76934,1130,2,11110000,2022-01-13,2022-01-14,10000,1,1,1275156,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76934,842531,1,15190002,2022-01-13,2022-01-14,5000,1,1,1291270,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76934,929,2,15190002,2022-01-13,2022-01-14,15000,1,1,1275320,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76921,824600,1,11110000,2022-01-12,2022-01-13,5000,1,1,1329119,REV,2022-01-13,23,2022-01-13T19:40:19.628+0000
76921,822456,1,11110000,2022-01-12,2022-01-19,5000,2,1,1348563,REV,2022-01-19,61,2022-01-13T19:40:19.628+0000
76520,849560,1,15190002,2022-01-13,2022-01-14,25000,1,4,1304228,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76370,849584,3,15310002,2022-01-13,2022-01-14,40000,2,1,1400452,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76338,847676,1,11110000,2022-01-13,2022-01-14,10000,1,2,1275384,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76912,836077,1,15310000,2022-01-12,2022-01-13,1000,1,1,1394732,REV,2022-01-13,51,2022-01-13T19:40:19.628+0000
76331,844079,1,11200000,2022-01-13,2022-01-14,5000,1,2,1298302,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76919,1036,1,15310000,2022-01-13,2022-01-14,5000,1,2,1398050,CON,2022-01-14,4,2022-01-13T19:40:19.628+0000
76520,5175,2,11110000,2022-01-13,2022-01-14,10000,2,1,1355797,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76370,843854,1,11110000,2022-01-13,2022-01-13,15000,1,1,99812,REV,2022-01-13,61,2022-01-13T19:40:19.628+0000
76367,833277,1,11110000,2022-01-12,2022-01-13,5000,1,1,1301098,REV,2022-01-13,23,2022-01-13T19:40:19.628+0000
76375,829116,1,11200000,2022-01-12,2022-01-14,2500,2,1,1355944,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76338,843968,1,11200000,2022-01-13,2022-01-14,17000,2,1,1275143,REV,2022-01-14,20,2022-01-13T19:40:19.628+0000
76331,1451,1,10000300,2022-01-13,2022-01-14,5000,2,1,1304633,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76949,2092,1,10000003,2022-01-13,2022-01-14,5000,1,1,1305005,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76520,784,5,15190002,2022-01-13,2022-01-14,10000,2,1,28424,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76370,847115,3,11110000,2022-01-13,2022-01-14,10000,2,1,1383861,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76427,4534,1,11110000,2022-01-13,2022-01-14,2000,1,1,1338174,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76952,847695,1,11110000,2022-01-13,2022-01-14,3000,1,1,1355758,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76230,6050,1,10000301,2022-01-13,2022-01-14,5000,1,1,73597,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76230,5665,2,11110000,2022-01-13,2022-01-14,5000,1,4,1305022,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76934,822368,3,15310017,2022-01-12,2022-01-14,5000,1,2,1289912,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76370,849627,1,15310002,2022-01-13,2022-01-14,40000,2,1,1400452,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76520,841107,1,11110000,2022-01-13,2022-01-14,5000,1,2,5473,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76344,845705,1,11200000,2022-01-13,2022-01-14,5000,1,2,1275356,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76293,2867,1,15310002,2022-01-13,2022-01-14,12000,2,1,76735,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76370,843387,2,15310002,2022-01-13,2022-01-14,28000,1,1,1304789,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76293,2413,1,15310000,2022-01-13,2022-01-14,40000,1,2,1390987,CON,2022-01-14,29,2022-01-13T19:40:19.628+0000
76934,841655,1,15310002,2022-01-13,2022-01-14,5000,1,2,1274986,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76965,5079,1,11110000,2022-01-13,2022-01-14,7000,1,1,1373411,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76296,3942,1,10000300,2022-01-13,2022-01-14,5000,1,1,1305091,REV,2022-01-14,20,2022-01-13T19:40:19.628+0000
76951,848106,1,11200000,2022-01-13,2022-01-14,5000,1,1,1304637,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76230,337,2,11110000,2022-01-13,2022-01-14,30000,2,4,1366625,REV,2022-01-14,61,2022-01-13T19:40:19.628+0000
76934,1675,1,15310002,2022-01-13,2022-01-14,5000,1,1,1274966,REV,2022-01-14,61,2022-01-13T19:40:19.628+0000
76563,833028,1,15190000,2022-01-12,2022-01-13,3000,1,1,1341207,REV,2022-01-13,51,2022-01-13T19:40:19.628+0000
76264,838644,1,11110000,2022-01-12,2022-01-13,13000,1,1,121979,REV,2022-01-13,61,2022-01-13T19:40:19.628+0000
76947,829384,1,11110000,2022-01-12,2022-01-13,5000,1,1,1367879,REV,2022-01-13,23,2022-01-13T19:40:19.628+0000
76370,4022,1,10000003,2022-01-13,2022-01-14,20000,1,1,86405,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76952,841657,1,15310002,2022-01-13,2022-01-14,5000,1,1,1404187,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76257,849550,2,11110000,2022-01-13,2022-01-14,5000,1,2,1305338,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76375,832638,1,11110000,2022-01-12,2022-01-17,9000,2,1,1290881,REV,2022-01-17,23,2022-01-13T19:40:19.628+0000
76934,841528,1,15310002,2022-01-13,2022-01-14,5000,1,2,1274942,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76563,4080,1,15310002,2022-01-13,2022-01-14,4750,2,1,17464,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76934,5154,1,11110000,2022-01-13,2022-01-14,5000,1,1,1275019,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76984,827974,3,11110000,2022-01-12,2022-01-13,15000,1,1,1304953,REV,2022-01-13,23,2022-01-13T19:40:19.628+0000
76269,848516,1,11110000,2022-01-13,2022-01-14,10000,1,1,1305369,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76250,847013,1,10000301,2022-01-13,2022-01-14,5000,1,2,1305428,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76331,4306,1,10000003,2022-01-13,2022-01-14,5000,2,1,1398903,REV,2022-01-14,51,2022-01-13T19:40:19.628+0000
76285,106,3,11033207,2022-01-13,2022-01-14,10000,2,1,1401024,REV,2022-01-14,51,2022-01-13T19:40:19.628+0000
76269,1894,2,11110000,2022-01-13,2022-01-14,5000,2,2,12505,REV,2022-01-13,23,2022-01-13T19:40:19.628+0000
76934,3470,1,15190001,2022-01-13,2022-01-14,45000,2,1,1279616,TRR,2022-01-14,38,2022-01-13T19:40:19.628+0000
76981,835685,1,15190002,2022-01-12,2022-01-13,2500,1,1,1363069,REV,2022-01-13,23,2022-01-13T19:40:19.628+0000
76296,11,1,11110000,2022-01-13,2022-01-14,5000,1,2,1295071,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76264,2184,1,10000301,2022-01-13,2022-01-14,10000,1,2,1347109,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76520,9,1,10000300,2022-01-13,2022-01-14,10000,1,2,1293779,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76566,841316,1,11200000,2022-01-13,2022-01-14,5000,1,2,1362407,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76230,844270,1,10000301,2022-01-13,2022-01-14,5000,1,2,1305304,REV,2022-01-14,20,2022-01-13T19:40:19.628+0000
76969,346,1,15310002,2022-01-13,2022-01-14,45000,1,1,1353671,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76934,843084,1,15190001,2022-01-13,2022-01-14,5000,2,1,1347245,CON,2022-01-14,29,2022-01-13T19:40:19.628+0000
76520,823910,1,10000300,2022-01-12,2022-01-13,5000,1,1,1297984,REV,2022-01-13,61,2022-01-13T19:40:19.628+0000
76370,849613,1,15310002,2022-01-13,2022-01-14,50000,2,1,1400452,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76934,836689,1,15310000,2022-01-12,2022-01-14,10000,1,2,1392787,CON,2022-01-14,10,2022-01-13T19:40:19.628+0000
76520,351,3,15190000,2022-01-13,2022-01-14,5000,1,2,62813,REV,2022-01-14,51,2022-01-13T19:40:19.628+0000
76213,1797,1,15310017,2022-01-13,2022-01-21,5000,1,2,51618,CON,2022-01-21,21,2022-01-13T19:40:19.628+0000
76515,2929,1,10000300,2022-01-13,2022-01-14,5000,1,4,55740,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76937,845563,2,11110000,2022-01-13,2022-01-14,15000,1,1,1406157,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76377,829880,1,11200000,2022-01-12,2022-01-14,5000,1,2,1304412,REV,2022-01-14,61,2022-01-13T19:40:19.628+0000
76239,1702,1,10000301,2022-01-13,2022-01-14,5000,2,1,1342473,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76264,848045,1,10000301,2022-01-13,2022-01-14,5000,2,1,76829,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76213,2097,1,15310017,2022-01-13,2022-01-24,10000,1,2,1334319,CON,2022-01-24,21,2022-01-13T19:40:19.628+0000
76520,833496,1,15310000,2022-01-12,2022-01-14,30300,2,1,1292458,CON,2022-01-14,21,2022-01-13T19:40:19.628+0000
76965,1484,3,11110000,2022-01-13,2022-01-14,5000,1,2,1339353,REV,2022-01-14,61,2022-01-13T19:40:19.628+0000
76338,844941,4,15190002,2022-01-13,2022-01-14,5000,1,2,1360845,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76515,4910,1,15310000,2022-01-13,2022-01-14,5000,1,2,95090,CON,2022-01-14,21,2022-01-13T19:40:19.628+0000
76960,839621,1,15310000,2022-01-12,2022-01-24,30000,1,2,1307643,CON,2022-01-24,21,2022-01-13T19:40:19.628+0000
76218,841711,1,10000301,2022-01-13,2022-01-14,6000,2,1,76007,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76520,830845,1,10000300,2022-01-12,2022-01-13,5000,1,1,1340085,REV,2022-01-13,23,2022-01-13T19:40:19.628+0000
76272,3432,1,15190002,2022-01-13,2022-01-14,5000,1,1,1277887,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76934,1098,2,11110000,2022-01-13,2022-01-14,10000,1,1,1275223,REV,2022-01-14,20,2022-01-13T19:40:19.628+0000
76520,276,1,11200000,2022-01-13,2022-01-14,5000,1,1,1280070,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76965,5764,2,15310002,2022-01-13,2022-01-14,5000,1,2,1304611,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76370,4174,2,11200000,2022-01-13,2022-01-14,5000,1,1,1287474,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76970,837719,3,15310002,2022-01-12,2022-01-13,15000,1,1,1304756,REV,2022-01-13,23,2022-01-13T19:40:19.628+0000
76375,829230,1,11110000,2022-01-12,2022-01-17,5000,1,1,1355944,REV,2022-01-17,23,2022-01-13T19:40:19.628+0000
76250,1371,2,11110000,2022-01-13,2022-01-14,5000,1,1,1304678,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76950,2363,1,11110000,2022-01-13,2022-01-14,3000,1,1,1320758,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76951,846376,1,15060004,2022-01-13,2022-01-14,5000,1,1,1336248,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76230,846033,2,11200000,2022-01-13,2022-01-14,5000,1,2,1371901,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76264,847306,1,15310000,2022-01-13,2022-01-14,5000,1,1,1403565,REV,2022-01-14,51,2022-01-13T19:40:19.628+0000
76984,2683,3,11110000,2022-01-13,2022-01-14,10000,1,1,1304953,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76919,1557,1,15310002,2022-01-13,2022-01-15,5000,1,2,1304217,REV,2022-01-15,20,2022-01-13T19:40:19.628+0000
76921,2150,1,11110000,2022-01-13,2022-01-14,6050,1,1,1321687,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76272,157,1,15310002,2022-01-13,2022-01-14,15000,1,1,250513,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76370,58,1,11110000,2022-01-13,2022-01-14,10000,2,1,1318956,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76963,5848,4,15310002,2022-01-13,2022-01-14,5000,1,1,1338150,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76379,840734,1,11110000,2022-01-13,2022-01-14,5000,1,1,136234,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76517,4999,1,11110000,2022-01-13,2022-01-14,5000,1,1,55370,REV,2022-01-14,61,2022-01-13T19:40:19.628+0000
76269,4980,2,15310002,2022-01-13,2022-01-14,5000,1,2,1293132,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76952,822250,1,11100001,2022-01-12,2022-01-13,1000,1,1,1394732,REV,2022-01-13,51,2022-01-13T19:40:19.628+0000
76965,844038,3,15310002,2022-01-13,2022-01-14,10000,1,1,1318199,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76984,827974,1,10000003,2022-01-12,2022-01-13,5000,1,1,1304953,REV,2022-01-13,23,2022-01-13T19:40:19.628+0000
76428,835761,2,11110000,2022-01-12,2022-01-13,2000,1,1,1363782,REV,2022-01-13,23,2022-01-13T19:40:19.628+0000
76213,4451,1,15310017,2022-01-13,2022-01-14,15000,1,2,1398637,CON,2022-01-14,29,2022-01-13T19:40:19.628+0000
76257,2665,1,15310000,2022-01-13,2022-01-14,10000,1,2,1375002,CON,2022-01-14,29,2022-01-13T19:40:19.628+0000
76952,2631,2,15190000,2022-01-13,2022-01-14,5000,2,1,1402609,REV,2022-01-14,51,2022-01-13T19:40:19.628+0000
76230,5706,1,10000301,2022-01-13,2022-01-14,3000,1,1,1341899,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76520,849120,1,10000300,2022-01-13,2022-01-14,10000,1,1,1391217,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76986,844685,1,11110000,2022-01-13,2022-01-14,5000,1,1,1342155,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76950,847047,1,15310000,2022-01-13,2022-01-14,10000,1,2,1385059,CON,2022-01-14,36,2022-01-13T19:40:19.628+0000
76921,844337,1,10000003,2022-01-13,2022-01-14,5000,2,1,1299183,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76264,830844,4,15310002,2022-01-12,2022-01-13,5000,1,1,1301121,REV,2022-01-13,23,2022-01-13T19:40:19.628+0000
76943,847073,2,15310002,2022-01-13,2022-01-14,5000,1,1,1274990,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76375,3119,1,10000003,2022-01-13,2022-01-14,4000,1,1,1304525,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76230,829024,1,11110000,2022-01-12,2022-01-14,5000,1,2,1307876,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76934,5087,1,11200000,2022-01-13,2022-01-14,5000,1,1,1275552,REV,2022-01-14,61,2022-01-13T19:40:19.628+0000
76904,847373,1,15190000,2022-01-13,2022-01-14,20000,1,2,1306719,CON,2022-01-14,17,2022-01-13T19:40:19.628+0000
76937,845443,2,11110000,2022-01-13,2022-01-14,5000,1,2,1338105,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76379,840736,1,11200000,2022-01-13,2022-01-14,5000,2,1,136234,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76970,835011,1,15310002,2022-01-12,2022-01-13,5000,1,1,1354273,REV,2022-01-13,61,2022-01-13T19:40:19.628+0000
76377,202,1,11200000,2022-01-13,2022-01-13,5000,2,1,1363405,REV,2022-01-13,23,2022-01-13T19:40:19.628+0000
76370,848571,1,11110000,2022-01-13,2022-01-14,5000,1,1,1402912,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76520,3505,1,11110000,2022-01-13,2022-01-14,10000,1,2,1338747,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76296,845242,2,11110000,2022-01-13,2022-01-14,5000,1,1,1320616,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76920,845453,1,11110000,2022-01-13,2022-01-14,5000,1,2,1334552,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76981,829545,1,10000003,2022-01-12,2022-01-13,5000,1,1,1381875,REV,2022-01-13,61,2022-01-13T19:40:19.628+0000
76912,5600,1,11100001,2022-01-13,2022-01-14,5000,1,1,1409672,REV,2022-01-14,51,2022-01-13T19:40:19.628+0000
76264,5476,2,15190002,2022-01-13,2022-01-14,5000,1,2,1334638,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76313,847693,1,11110000,2022-01-13,2022-01-14,5000,1,1,1305557,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76296,823018,1,15310000,2022-01-12,2022-01-17,5000,1,2,1376053,CON,2022-01-17,29,2022-01-13T19:40:19.628+0000
76230,835866,1,10000003,2022-01-12,2022-01-13,5000,1,2,1350581,REV,2022-01-13,84,2022-01-13T19:40:19.628+0000
76937,998,1,15310002,2022-01-13,2022-01-14,5000,1,2,1307004,REV,2022-01-14,85,2022-01-13T19:40:19.628+0000
76375,5820,1,15310000,2022-01-13,2022-01-14,20000,1,2,1353881,CON,2022-01-14,29,2022-01-13T19:40:19.628+0000
76919,194,2,11200000,2022-01-13,2022-01-14,10000,1,1,1401304,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76269,4665,1,11110000,2022-01-13,2022-01-14,5000,1,2,1291797,REV,2022-01-14,85,2022-01-13T19:40:19.628+0000
76951,5924,1,10000003,2022-01-13,2022-01-17,5000,1,1,1341226,REV,2022-01-17,23,2022-01-13T19:40:19.628+0000
76229,847319,1,15310017,2022-01-13,2022-01-13,56000,2,1,1303927,TRR,2022-01-13,38,2022-01-13T19:40:19.628+0000
76515,1442,1,11200000,2022-01-13,2022-01-14,10000,1,1,117984,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76520,5615,1,15310002,2022-01-13,2022-01-14,10000,1,1,221305,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76239,828133,2,15310017,2022-01-12,2022-01-12,30000,1,1,70626,TRR,2022-01-12,38,2022-01-13T19:40:19.628+0000
76370,467,1,11110000,2022-01-13,2022-01-14,15000,1,2,118241,REV,2022-01-14,20,2022-01-13T19:40:19.628+0000
76272,838931,1,11200000,2022-01-12,2022-01-13,5000,1,1,1304837,REV,2022-01-13,23,2022-01-13T19:40:19.628+0000
76370,3700,1,10000003,2022-01-13,2022-01-14,20000,1,1,82839,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76520,1227,1,15310002,2022-01-13,2022-01-14,5000,1,2,13677,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76960,3211,1,11110000,2022-01-13,2022-01-14,5000,1,2,1304982,REV,2022-01-14,20,2022-01-13T19:40:19.628+0000
76338,825054,1,11110000,2022-01-12,2022-01-14,5000,1,2,1305645,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76960,3148,2,11110000,2022-01-13,2022-01-14,10000,1,2,1320762,REV,2022-01-14,85,2022-01-13T19:40:19.628+0000
76934,4726,1,10000003,2022-01-13,2022-01-14,2000,1,1,1274864,REV,2022-01-14,20,2022-01-13T19:40:19.628+0000
76239,849629,2,11110000,2022-01-13,2022-01-14,10000,1,1,74472,REV,2022-01-14,23,2022-01-13T19:40:19.628+0000
76264,849915,1,15190000,2022-01-13,2022-01-21,10000,1,2,1301026,CON,2022-01-21,32,2022-01-13T19:40:19.628+0000
76313,844178,1,10000300,2022-01-13,2022-01-14,5000,1,2,103738,REV,2022-01-14,20,2022-01-13T19:40:19.628+0000
